timestamp,0
1620609472,999150.0629491587
1620609830,999199.1117766821
1620609889,999200.1568824924
1620609894,999397.9924987695
1620610623,998979.1329237646
1620611235,998979.1958615442
1620611299,999396.827513193
1620611394,999997.590212389
1620611403,1000207.7435002539
1620611431,1001033.7121205195
1620611546,1001446.1610683922
1620611659,1001858.3968502702
1620612186,1001897.8668639791
1620612234,1002312.8662365729
1620612313,1002398.3749527923
1620612455,1003237.8417234004
1620612656,1003656.8252747154
1620612673,1004179.5866310622
1620613029,1004138.610402419
1620613064,1004117.3662023211
1620613219,1004096.0355686045
1620613513,1004577.1929777283
1620613681,1004413.2539559426
1620613709,1004899.2990455294
1620613932,1004870.4702591011
1620614689,1004790.7678410904
1620614692,1004778.142273869
1620615034,1004745.5905453274
1620615131,1004856.6330039924
1620615241,1005668.0484476429
1620615415,1005683.4607374135
1620615458,1006095.8946777175
1620615669,1006744.1085049553
1620615675,1008708.8193553564
1620615779,1008830.5307233896
1620615874,1008822.6096223972
1620616026,1010071.544343255
1620616114,1010062.6924036319
1620616251,1010455.6734399418
1620616517,1011539.8937782776
1620616586,1012544.8391097912
1620616628,1013083.1459893264
1620616633,1013932.4832705611
1620616675,1014691.52039227
1620616716,1014594.1656412866
1620616765,1014172.5821790694
1620616785,1014001.8008399876
1620617041,1013785.7890611149
1620617046,1013694.0771135659
1620617445,1013174.9592399742
1620617510,1012755.8394762776
1620617519,1013827.9158347575
1620617568,1014371.0579551033
1620617595,1020938.381107981
1620617605,1020468.3553941075
1620617629,1019865.1944308067
1620617812,1019755.717292029
1620617820,1019750.5157890543
1620617839,1019260.1339445274
1620617859,1019093.3250221245
1620617926,1014930.1556262793
1620617960,1015219.2445098141
1620617989,1015252.6163196351
1620618013,1015513.4536499209
1620618108,1015584.4724289731
1620618119,1016056.0724589545
1620618121,1016200.551222672
1620618261,1017346.9232274541
1620618347,1017303.9903605888
1620618397,1017746.7825520351
1620618399,1017683.4287512789
1620618438,1020469.8359585644
1620618454,1020445.4403540362
1620618481,1020414.9232845157
1620618500,1019926.0210268493
1620618536,1023623.3373014552
1620618567,1022402.2819780349
1620618722,1024437.4459777266
1620618729,1023630.0486495943
1620618731,1022412.6535990164
1620618759,1019960.3330248217
1620618821,1019945.2902815638
1620618842,1019942.3527185458
1620618957,1019930.00541245
1620619256,1019818.5579493621
1620619350,1019675.275007764
1620619358,1019672.0261469837
1620619426,1019495.3584928578
1620619472,1019483.0821563285
1620619475,1018769.0067899278
1620619881,1020594.6808232695
1620619936,1020584.919488764
1620619994,1019369.2266834455
1620620142,1018053.837265318
1620620378,1017746.3049329077
1620620915,1017150.6405687672
1620621300,1018799.3353156368
1620621491,1018646.6518440666
1620621662,1019865.3469555085
1620621699,1020518.871341072
1620622011,1021496.1907003291
1620622037,1023801.1135494416
1620622154,1023720.5679450372
1620622210,1023343.100367134
1620622223,1023258.3299733587
1620622232,1022945.940839583
1620622247,1022523.1313448288
1620622321,1022399.7404046301
1620622367,1022190.4477578478
1620622376,1022067.438605984
1620622651,1022647.3654752404
1620622748,1022474.7005864944
1620622846,1022410.5406124278
1620622848,1022925.5544991628
1620622863,1023531.2916487243
1620622882,1024172.6814768817
1620622928,1024759.3524364765
1620623038,1025507.4350947416
1620623045,1028946.1796573395
1620623060,1028885.2389706011
1620623094,1028760.0308585144
1620623245,1028445.3945486424
1620623432,1029063.4216175994
1620623559,1029039.4310202776
1620623581,1028976.4772430833
1620623585,1028901.0324609682
1620623594,1028124.5650653947
1620623604,1027835.1708790562
1620623694,1027581.9127725135
1620624028,1027387.323828475
1620624084,1024266.9878000116
1620624098,1024621.7924590315
1620624299,1024500.1260410708
1620624378,1024016.5878000348
1620624525,1024387.5717790145
1620624537,1027333.6159215287
1620624558,1026134.4130771571
1620624726,1026048.0520490699
1620624804,1025812.9468649214
1620624864,1024887.9581775548
1620624882,1025408.5945694994
1620624918,1025360.4307780562
1620624959,1025239.9664247048
1620625064,1025215.9260421945
1620625146,1025170.5491345866
1620625173,1025146.4378484155
1620625358,1024711.899798488
1620625377,1024706.894141366
1620625383,1024222.8752782197
1620625415,1024199.6508071402
1620625530,1024063.3069867019
1620625676,1024060.1725629652
1620625784,1024053.04328164
1620625869,1024050.6169101764
1620626013,1025238.7606707022
1620626144,1025276.547051783
1620626153,1024793.7935430974
1620626252,1024672.9096678761
1620626266,1024821.2338790221
1620626313,1024337.2974758263
1620626315,1025160.5201542559
1620626507,1025884.7865762552
1620626607,1025957.4924074643
1620626734,1026746.7678549264
1620626745,1027667.5965313809
1620626872,1027801.8835986452
1620626916,1027761.2007830308
1620627009,1027515.2275759592
1620627272,1027503.2721388291
1620627572,1027143.497355893
1620627713,1028132.9214869532
1620627917,1027536.2173154015
1620627935,1027466.8694015024
1620628029,1027175.844810993
1620628266,1030071.8986442926
1620628279,1029953.3517752679
1620628306,1029930.5790539009
1620628319,1029744.6563969636
1620628355,1026687.3889832363
1620628544,1026701.0415143615
1620628823,1026621.7034103251
1620628874,1026563.6566577468
1620629010,1026496.5273934626
1620629084,1026488.6076959305
1620629095,1026446.305889614
1620629245,1026388.343207378
